row_id,sales,quantity,discount,profit
104,238.896,6,0.2,-26.8758
105,102.36,3,0.2,-3.8385
106,36.882,3,0.7,-25.8174
107,74.112,8,0.2,17.6016
108,27.992,1,0.2,2.0994
109,3.304,1,0.2,1.0738
110,339.96,5,0.2,67.992
111,41.96,2,0.0,10.9096
112,75.96,2,0.0,22.788
113,27.24,6,0.0,13.3476
114,40.096,14,0.2,14.5348
115,4.72,2,0.2,1.652
116,23.976,3,0.2,7.4925
117,130.464,6,0.2,44.0316
118,787.53,3,0.0,165.3813
119,157.794,1,0.7,-115.7156
120,47.04,3,0.0,18.3456
121,30.84,4,0.0,13.878
122,226.56,6,0.0,63.4368
123,115.02,9,0.0,51.759
124,68.04,7,0.0,19.7316
125,600.558,3,0.3,-8.5794
126,617.7,6,0.5,-407.682
127,2.388,2,0.7,-1.8308
128,243.992,7,0.2,30.499
129,81.424,2,0.2,-9.1602
130,238.56,3,0.0,26.2416
131,59.97,5,0.4,-11.994
132,78.304,2,0.2,29.364
133,21.456,9,0.2,6.9732
134,20.04,3,0.0,9.6192
135,35.44,1,0.0,16.6568
136,11.52,4,0.0,3.456
137,4.02,2,0.0,1.9698
138,76.176,3,0.2,26.6616
139,65.88,6,0.0,18.4464
140,43.12,14,0.0,20.6976
141,82.8,2,0.2,10.35
142,8.82,3,0.0,2.3814
143,10.86,3,0.0,5.1042
144,143.7,3,0.0,68.976
145,839.43,3,0.0,218.2518
146,671.93,7,0.0,20.1579
147,93.888,4,0.2,12.9096
148,384.45,11,0.0,103.8015
149,149.97,3,0.0,5.9988
150,1951.84,8,0.0,585.552
151,171.55,5,0.0,80.6285
152,157.92,5,0.2,17.766
153,203.184,2,0.2,15.2388
154,58.38,7,0.0,26.271
155,105.52,4,0.0,48.5392
156,80.88,6,0.0,21.0288
157,6.63,3,0.0,1.7901
158,457.568,2,0.2,51.4764
159,14.62,2,0.0,6.8714
160,944.93,7,0.0,236.2325
161,5.98,1,0.0,2.691
162,54.384,2,0.2,1.3596
163,28.4,5,0.0,13.348
164,27.68,2,0.2,9.688
165,9.936,3,0.2,2.7324
166,8159.952,8,0.4,-1359.992
167,275.928,3,0.2,-58.6347
168,1740.06,9,0.3,-24.858
169,32.064,6,0.2,6.8136
170,177.98,5,0.8,-453.849
171,143.976,3,0.2,8.9985
172,20.94,3,0.0,9.8418
173,110.96,2,0.0,53.2608
174,340.144,7,0.2,21.259
175,52.448,2,0.8,-131.12
176,20.16,4,0.2,6.552
177,97.264,4,0.8,-243.16
178,396.802,7,0.3,-11.3372
179,15.88,5,0.2,-3.7715
180,3.28,1,0.0,1.4104
181,24.816,2,0.2,1.8612
182,408.744,7,0.2,76.6395
183,503.96,4,0.0,131.0296
184,149.95,5,0.0,41.986
185,29.0,2,0.0,7.25
186,7.16,2,0.0,3.4368
187,176.8,8,0.0,22.984
188,37.224,3,0.2,3.7224
189,20.016,3,0.2,6.255
190,899.136,4,0.2,112.392
191,71.76,6,0.0,20.0928
192,51.84,8,0.0,24.8832
193,626.352,3,0.2,46.9764
194,19.9,5,0.0,6.567
195,14.28,7,0.0,6.7116
196,7.408,2,0.2,1.2038
197,6.048,3,0.2,1.5876
198,46.26,3,0.0,12.0276
199,2.946,2,0.7,-2.2586
200,16.056,3,0.2,5.8203
201,21.744,3,0.2,6.795
202,218.75,2,0.5,-161.875
203,2.6,1,0.2,0.2925
204,66.284,2,0.8,-178.9668
205,35.168,7,0.2,9.6712
206,444.768,4,0.2,44.4768
207,83.92,4,0.0,5.8744
208,131.98,2,0.0,35.6346
209,15.92,4,0.0,7.4824
210,52.29,9,0.0,16.2099
211,91.99,1,0.0,3.6796
212,20.8,2,0.2,6.5
213,23.68,2,0.2,8.88
214,452.45,5,0.5,-244.323
215,62.982,3,0.4,-14.6958
216,1188.0,9,0.7,-950.4
217,89.584,2,0.2,4.4792
218,93.06,6,0.0,26.0568
219,302.376,3,0.2,22.6782
220,5.584,2,0.2,1.8148
221,22.704,6,0.2,8.2302
222,19.776,4,0.7,-13.8432
223,72.704,4,0.2,19.0848
224,479.988,4,0.7,-383.9904
225,27.168,2,0.2,2.7168
226,2.2,1,0.0,0.968
227,622.45,5,0.0,136.939
228,21.98,1,0.0,0.2198
229,161.568,2,0.2,-28.2744
230,389.696,8,0.2,43.8408
231,18.648,7,0.7,-12.432
232,233.86,2,0.45,-102.048
233,620.6145,3,0.45,-248.2458
234,5.328,2,0.7,-3.552
235,258.072,3,0.2,0.0
236,617.976,3,0.2,-7.7247
237,10.56,2,0.0,4.752
238,25.92,5,0.2,9.396
239,419.68,5,0.6,-356.728
240,11.688,3,0.6,-4.6752
241,31.984,2,0.2,11.1944
242,177.225,5,0.5,-120.513
243,4.044,3,0.6,-2.8308
244,7.408,2,0.2,1.2038
245,2001.86,7,0.0,580.5394
246,166.72,2,0.0,41.68
247,47.88,6,0.0,23.94
248,1503.25,5,0.0,496.0725
249,25.92,4,0.0,12.4416
250,321.568,2,0.2,28.1372
251,7.61,1,0.0,3.5767
252,3347.37,13,0.0,636.0003
253,80.58,6,0.0,22.5624
254,361.92,4,0.0,162.864
255,12.132,9,0.6,-8.4924
256,82.368,2,0.2,-19.5624
257,53.92,5,0.2,4.044
258,647.904,6,0.2,56.6916
259,20.37,3,0.0,6.9258
260,221.55,3,0.0,6.6465
261,17.52,5,0.2,6.132
262,1.624,2,0.8,-4.466
263,3059.982,3,0.4,-509.997
264,2519.958,7,0.4,-251.9958
265,328.224,4,0.2,28.7196
266,79.9,2,0.0,35.156
267,14.016,3,0.2,4.7304
268,7.56,6,0.0,0.3024
269,37.208,1,0.2,-7.4416
270,57.576,3,0.2,21.591
271,725.84,4,0.0,210.4936
272,209.93,7,0.0,92.3692
273,5.28,3,0.0,2.3232
274,10.92,3,0.2,4.095
275,8.82,2,0.0,4.0572
276,5.98,1,0.0,1.5548
277,11.648,2,0.2,4.0768
278,18.176,4,0.2,5.9072
279,59.712,6,0.2,5.9712
280,24.84,3,0.2,8.694
281,2.08,5,0.8,-3.432
282,1114.4,7,0.2,376.11
283,1038.84,5,0.2,51.942
284,141.76,5,0.2,47.844
285,239.8,5,0.2,47.96
286,31.104,6,0.2,10.8864
287,254.058,7,0.7,-169.372
288,194.528,2,0.2,24.316
289,961.48,5,0.2,-204.3145
290,19.096,7,0.2,6.6836
291,18.496,8,0.2,6.2424
292,255.984,2,0.2,54.3966
293,86.97,3,0.5,-48.7032
294,300.416,8,0.2,78.8592
295,230.352,3,0.2,20.1558
296,218.352,3,0.2,-24.5646
297,78.6,5,0.7,-62.88
298,27.552,3,0.2,9.2988
299,32.4,5,0.0,15.552
300,1082.48,8,0.0,10.8248
301,56.91,3,0.0,27.3168
302,77.6,4,0.0,38.024
303,14.28,1,0.0,6.5688
304,219.075,3,0.5,-131.445
305,26.8,2,0.0,12.864
306,9.84,3,0.0,2.8536
307,45.48,3,0.0,20.9208
308,289.2,6,0.0,83.868
309,4.89,1,0.0,2.0049
310,15.136,4,0.2,3.5948
311,466.768,2,0.2,52.5114
312,15.232,1,0.2,1.7136
313,6.264,3,0.2,2.0358
314,87.54,3,0.0,37.6422
315,178.384,2,0.2,22.298
316,15.552,3,0.2,5.4432
317,99.136,4,0.2,8.6744
318,135.882,1,0.1,24.1568
319,3991.98,2,0.0,1995.99
320,275.94,6,0.0,80.0226
321,360.0,4,0.0,129.6
322,43.57,1,0.0,13.071
323,7.16,2,0.0,3.58
324,251.52,6,0.2,81.744
325,99.99,1,0.0,34.9965
326,15.992,1,0.2,0.9995
327,290.898,3,0.4,-67.8762
328,54.224,2,0.2,3.389
329,786.744,4,0.3,-258.5016
330,100.24,10,0.2,33.831
331,37.764,6,0.7,-27.6936
332,82.8,2,0.4,-20.7
333,20.724,2,0.7,-13.816
334,4.896,3,0.7,-3.4272
335,4.752,1,0.2,1.6038
336,959.984,2,0.2,335.9944
337,14.368,4,0.2,4.49
338,7.712,2,0.2,2.7956
339,698.352,3,0.2,-17.4588
340,4.96,4,0.0,2.3312
341,17.856,4,0.2,1.116
342,509.97,10,0.7,-407.976
343,30.992,13,0.2,10.0724
344,71.928,12,0.4,8.3916
345,88.8,4,0.2,-2.22
346,47.976,3,0.2,4.7976
347,7.56,3,0.0,3.0996
348,24.56,2,0.0,11.5432
349,12.96,2,0.0,4.1472
350,6.79,1,0.0,2.3086
351,24.56,2,0.0,11.5432
352,3.048,1,0.2,1.0668
353,49.12,4,0.0,23.0864
354,4355.168,4,0.2,1415.4296
355,388.704,6,0.2,-4.8588
356,8.26,2,0.0,3.7996
357,17.04,4,0.0,6.9864
358,34.4,5,0.0,15.824
359,36.24,5,0.2,11.325
360,647.84,8,0.0,168.4384
361,20.7,2,0.0,9.936
362,20.7,2,0.0,9.936
363,488.646,3,0.1,86.8704
364,5.56,2,0.0,1.4456
365,47.12,8,0.0,20.7328
366,211.96,4,0.0,8.4784
367,23.2,4,0.0,10.44
368,7.36,2,0.0,0.1472
369,104.79,7,0.0,29.3412
370,1043.92,4,0.0,271.4192
371,25.92,5,0.2,9.396
372,53.424,3,0.2,4.6746
373,8.16,5,0.7,-5.712
374,1023.936,8,0.2,179.1888
375,9.24,1,0.2,0.924
376,479.04,10,0.2,-29.94
377,99.136,4,0.2,30.98
378,1488.424,7,0.3,-297.6848
379,8.652,3,0.8,-20.3322
380,23.832,3,0.2,2.6811
381,12.176,4,0.8,-18.8728
382,50.96,7,0.0,25.48
383,49.536,3,0.2,17.3376
384,41.9,2,0.0,8.799
385,375.4575,3,0.45,-157.0095
386,83.976,3,0.2,-1.0497
387,482.34,4,0.7,-337.638
388,2.96,1,0.2,0.777
389,2.624,1,0.2,0.4264
390,23.36,4,0.2,7.884
391,39.98,2,0.0,13.5932
392,246.384,2,0.2,27.7182
393,1799.97,3,0.0,701.9883
394,12.462,3,0.8,-20.5623
395,75.792,3,0.2,25.5798
396,49.96,2,0.0,9.4924
397,12.96,2,0.0,6.2208
398,70.12,4,0.0,21.036
399,35.952,3,0.2,3.5952
400,2396.2656,4,0.32,-317.1528
401,131.136,4,0.2,-32.784
402,57.584,2,0.2,0.7198
403,9.568,2,0.2,3.4684
404,39.072,6,0.2,9.768
405,35.91,3,0.0,9.6957
406,179.95,5,0.0,37.7895
407,1199.976,3,0.2,434.9913
408,27.15,5,0.0,13.3035
409,1004.024,7,0.2,-112.9527
410,9.68,1,0.0,4.6464
411,28.35,9,0.0,13.608
412,55.98,1,0.0,27.4302
413,1336.829,13,0.15,31.4548
414,113.568,2,0.2,-18.4548
415,139.86,7,0.0,65.7342
416,307.136,4,0.2,26.8744
417,95.92,8,0.0,25.8984
418,383.8,5,0.2,38.38
419,5.78,1,0.0,2.8322
420,9.32,4,0.0,2.7028
421,15.25,1,0.0,7.015
422,196.752,6,0.2,56.5662
423,56.56,4,0.0,14.7056
424,32.7,3,0.0,8.502
425,866.4,4,0.0,225.264
426,28.4,2,0.0,11.076
427,287.92,8,0.0,138.2016
428,69.99,1,0.0,30.0957
429,6.672,6,0.2,0.5004
430,189.588,2,0.7,-145.3508
431,408.744,7,0.2,76.6395
432,291.96,5,0.2,54.7425
433,4.768,2,0.2,-0.7748
434,714.3,5,0.0,207.147
435,4.812,2,0.7,-3.6892
436,247.8,5,0.2,-18.585
437,1007.979,3,0.3,43.1991
438,313.488,7,0.2,113.6394
439,31.872,8,0.2,11.5536
440,207.846,3,0.1,2.3094
441,12.22,1,0.0,3.666
442,194.94,3,0.0,23.3928
443,70.95,3,0.0,20.5755
444,91.36,4,0.0,42.0256
445,242.94,3,0.0,29.1528
446,22.05,7,0.0,10.584
447,2.91,1,0.0,1.3677
448,59.52,3,0.0,15.4752
449,161.94,3,0.0,9.7164
450,263.88,6,0.0,71.2476
451,30.48,3,0.0,7.9248
452,9.84,3,0.0,2.8536
453,35.12,4,0.0,9.1312
454,284.364,2,0.4,-75.8304
455,665.408,2,0.2,66.5408
456,63.88,4,0.0,24.9132
457,129.568,2,0.2,-24.294
458,747.558,3,0.3,-96.1146
459,8.928,2,0.2,3.348
460,103.92,4,0.0,36.372
461,899.91,9,0.0,377.9622
462,51.312,3,0.2,18.6006
463,23.56,5,0.2,7.068
464,1272.63,6,0.5,-814.4832
465,28.485,5,0.7,-20.889
466,185.376,2,0.2,-34.758
467,78.272,2,0.2,5.8704
468,254.744,7,0.6,-312.0614
469,205.3328,2,0.32,-36.2352
470,4.788,3,0.8,-7.9002
471,55.48,1,0.0,26.6304
472,340.92,3,0.0,3.4092
473,222.666,2,0.15,10.4784
474,703.968,4,0.2,87.996
475,92.52,6,0.0,24.9804
476,62.65,7,0.0,28.819
477,94.85,5,0.0,45.528
478,95.76,6,0.2,7.182
479,40.2,3,0.0,19.296
480,14.7,5,0.0,6.615
481,704.25,5,0.0,84.51
482,9.09,3,0.0,1.9089
483,5.96,2,0.0,1.6688
484,159.98,2,0.0,57.5928
485,29.6,2,0.0,14.8
486,514.165,5,0.15,-30.245
487,279.96,5,0.2,17.4975
488,2735.952,6,0.2,341.994
489,7.992,1,0.2,0.5994
490,63.984,2,0.2,10.3974
491,70.368,2,0.2,6.1572
492,449.15,5,0.0,8.983
493,11.07,3,0.0,5.0922
494,93.98,2,0.0,13.1572
495,189.882,3,0.4,-94.941
496,105.42,2,0.0,51.6558
497,119.616,8,0.2,40.3704
498,255.76,4,0.0,81.8432
499,241.568,2,0.2,18.1176
500,69.3,9,0.0,22.869
501,22.62,2,0.7,-15.08
502,14.952,2,0.7,-11.9616
503,801.568,2,0.2,50.098
504,2.376,3,0.7,-1.9008
505,32.792,1,0.2,11.8871
506,15.92,5,0.2,5.373
507,2.74,1,0.0,0.7398
508,8.34,3,0.0,2.1684
509,46.74,3,0.0,11.685
510,6354.95,5,0.0,3177.475
511,126.3,3,0.0,40.416
512,38.04,2,0.0,12.1728
513,7.152,3,0.2,0.7152
514,6.63,3,0.0,1.7901
515,5.88,2,0.0,1.7052
516,2999.95,5,0.0,1379.977
517,51.45,3,0.0,13.8915
518,11.96,2,0.0,5.382
519,1126.02,3,0.0,56.301
520,18.392,1,0.2,5.2877
521,129.568,2,0.2,-25.9136
522,14.112,9,0.8,-21.168
523,210.98,2,0.0,21.098
524,55.176,3,0.2,-12.4146
525,66.26,2,0.0,27.1666
526,22.2,5,0.0,10.434
527,683.952,3,0.2,42.747
528,45.696,3,0.2,5.1408
529,36.336,3,0.2,-7.2672
530,666.248,1,0.2,-149.9058
531,52.512,6,0.2,19.692
532,190.72,1,0.2,11.92
533,47.94,3,0.0,2.397
534,979.95,5,0.0,274.386
535,22.75,5,0.0,11.375
536,16.768,2,0.2,1.4672
537,42.616,7,0.8,-68.1856
538,10.752,4,0.2,3.36
539,152.94,3,0.0,41.2938
540,283.92,4,0.0,70.98
541,468.9,6,0.0,206.316
542,380.864,8,0.2,38.0864
543,646.776,9,0.2,-145.5246
544,58.112,2,0.2,7.264
545,100.792,1,0.2,6.2995
546,66.112,4,0.6,-84.2928
547,41.28,6,0.2,13.932
548,13.36,2,0.0,6.4128
549,250.272,9,0.2,15.642
550,11.364,3,0.8,-17.046
551,8.72,5,0.2,-1.744
552,1121.568,2,0.2,0.0
553,34.504,1,0.2,6.0382
554,10.824,3,0.2,2.5707
555,1295.78,2,0.0,310.9872
556,19.456,4,0.2,3.4048
557,20.7,2,0.0,9.936
558,1335.68,4,0.2,-217.048
559,32.4,5,0.0,15.552
560,42.6,3,0.0,16.614
561,84.056,7,0.2,27.3182
562,13.0,5,0.2,1.3
563,13.128,3,0.2,3.7743
564,3.96,2,0.0,0.0
565,2.61,1,0.0,1.2006
566,374.376,3,0.2,46.797
567,91.84,8,0.0,45.0016
568,81.088,7,0.2,27.3672
569,19.44,3,0.0,9.3312
570,451.152,3,0.2,0.0
571,72.45,7,0.0,34.776
572,13.96,4,0.0,6.4216
573,33.264,7,0.2,11.2266
574,14.85,3,0.0,4.0095
575,8.82,3,0.0,2.3814
576,160.72,14,0.0,78.7528
577,19.92,4,0.0,9.7608
578,7.3,2,0.0,2.19
579,69.712,2,0.2,8.714
580,8.792,1,0.6,-5.7148
581,51.52,4,0.0,1.5456
582,470.376,3,0.2,52.9173
583,105.584,2,0.2,9.2386
584,31.152,3,0.2,3.5046
585,6.783,7,0.7,-4.7481
586,406.368,4,0.2,30.4776
587,70.98,1,0.0,4.9686
588,294.93,3,0.0,144.5157
589,84.784,2,0.2,-20.1362
590,20.736,4,0.2,7.2576
591,16.821,3,0.7,-12.8961
592,10.368,2,0.2,3.6288
593,9.344,2,0.2,1.168
594,31.2,3,0.2,9.75
595,76.12,2,0.0,22.0748
596,1199.976,3,0.2,434.9913
597,445.96,5,0.2,55.745
598,327.76,8,0.0,91.7728
599,11.632,2,0.2,1.0178
600,143.982,3,0.4,-28.7964
601,494.376,4,0.4,-115.3544
602,5.84,2,0.2,0.73
603,142.776,1,0.2,17.847
604,45.696,3,0.2,5.1408
605,7.218,3,0.7,-5.5338
606,43.188,4,0.7,-31.6712
607,131.904,3,0.2,47.8152
608,3.282,2,0.7,-2.6256
609,21.168,9,0.2,2.3814
610,55.188,2,0.4,-10.1178
611,369.576,3,0.2,41.5773
612,15.712,4,0.2,5.6956
613,8.448,2,0.2,2.64
614,728.946,9,0.4,-157.9383
615,119.94,10,0.4,15.992
616,3.648,2,0.7,-2.7968
617,40.48,2,0.0,15.7872
618,9.94,2,0.0,3.0814
619,107.424,9,0.2,33.57
620,37.91,1,0.0,10.9939
621,88.02,3,0.0,27.2862
622,8.69,5,0.8,-14.773
623,301.96,2,0.0,87.5684
624,555.21,5,0.1,178.901
625,523.48,4,0.0,130.87
626,161.82,9,0.0,46.9278
627,35.56,7,0.0,12.0904
628,97.16,2,0.0,28.1764
629,15.24,5,0.2,5.1435
630,13.23,3,0.0,6.0858
631,243.384,3,0.2,-51.7191
632,119.8,5,0.2,29.95
633,300.768,4,0.2,30.0768
634,17.88,3,0.2,2.4585
635,235.944,3,0.2,85.5297
636,392.94,3,0.0,43.2234
637,18.882,3,0.7,-13.8468
638,122.328,3,0.2,12.2328
639,1049.2,5,0.0,272.792
640,15.424,4,0.2,5.0128
641,18.84,3,0.0,6.0288
642,330.4,2,0.0,85.904
643,26.25,7,0.0,12.6
644,132.52,4,0.0,54.3332
645,6.48,1,0.0,3.1752
646,209.3,2,0.0,56.511
647,31.56,5,0.2,9.8625
648,30.144,2,0.2,3.0144
649,14.8,4,0.0,6.068
650,302.376,3,0.2,22.6782
651,316.0,4,0.0,31.6
652,379.4,10,0.0,178.318
653,97.82,2,0.0,45.9754
654,103.12,8,0.0,10.312
655,113.552,2,0.2,8.5164
656,3.318,2,0.7,-2.6544
657,134.288,2,0.2,45.3222
658,701.372,2,0.3,-50.098
659,2.308,2,0.8,-3.462
660,999.432,7,0.2,124.929
661,724.08,14,0.2,-135.765
662,918.785,5,0.3,-118.1295
663,2.724,3,0.8,-4.2222
664,459.95,5,0.0,18.398
665,10.74,3,0.0,5.2626
666,23.76,3,0.2,2.079
667,85.056,3,0.2,28.7064
668,381.576,3,0.2,28.6182
669,30.36,5,0.2,8.7285
670,23.976,3,0.6,-14.3856
671,108.925,1,0.5,-71.8905
672,36.352,8,0.2,11.36
673,19.56,5,0.2,1.7115
674,61.44,3,0.0,16.5888
675,38.9,5,0.0,17.505
676,99.39,3,0.0,40.7499
677,2.688,3,0.8,-7.392
678,27.816,3,0.2,4.5201
679,82.524,3,0.6,-41.262
680,182.994,3,0.8,-320.2395
681,14.352,3,0.2,4.6644
682,64.96,2,0.0,2.5984
683,68.6,4,0.0,18.522
684,7999.98,4,0.5,-3839.9904
685,167.44,2,0.2,14.651
686,479.97,3,0.0,163.1898
687,14.62,2,0.0,6.8714
688,19.44,3,0.0,9.3312
689,191.984,2,0.2,4.7996
690,104.01,1,0.0,14.5614
691,284.82,1,0.0,74.0532
692,36.84,3,0.0,10.3152
693,166.24,1,0.0,24.936
694,33.4,5,0.0,16.032
695,198.272,8,0.2,17.3488
696,47.36,4,0.2,17.76
697,200.984,7,0.2,62.8075
698,97.696,4,0.2,31.7512
699,2.696,1,0.2,0.8088
700,18.588,2,0.7,-13.6312
701,4.896,3,0.7,-3.4272
702,15.072,3,0.2,4.1448
703,209.88,3,0.0,35.6796
704,369.912,3,0.2,-13.8717
705,10.368,2,0.2,3.6288
706,166.84,5,0.2,18.7695
707,15.216,1,0.2,2.2824
708,119.96,4,0.0,52.7824
709,883.92,5,0.2,-110.49
710,46.72,8,0.2,15.768
711,55.48,1,0.0,26.6304
712,24.448,4,0.2,8.8624
713,281.34,6,0.0,109.7226
714,307.98,2,0.0,89.3142
715,299.97,3,0.0,113.9886
716,19.92,5,0.2,6.972
717,9.94,2,0.0,3.0814
718,103.056,3,0.2,24.4758
719,59.808,3,0.2,19.4376
720,73.32,6,0.0,21.996
721,146.82,3,0.0,73.41
722,1652.94,3,0.0,231.4116
723,296.37,3,0.0,80.0199
724,129.92,5,0.2,21.112
725,45.584,7,0.2,5.1282
726,17.568,2,0.2,6.3684
727,55.992,1,0.2,5.5992
728,182.72,8,0.0,84.0512
729,400.032,2,0.4,-153.3456
730,33.63,3,0.0,10.089
731,542.646,3,0.1,102.4998
732,6.3,2,0.0,3.024
733,242.94,3,0.0,9.7176
734,179.97,3,0.0,86.3856
735,99.696,6,0.2,33.6474
736,27.936,4,0.2,9.4284
737,84.98,1,0.0,18.6956
738,18.72,5,0.2,6.552
739,49.98,2,0.0,8.4966
740,11.784,3,0.2,4.2717
741,272.736,3,0.2,-64.7748
742,3.54,2,0.8,-5.487
743,51.52,5,0.2,-10.948
744,3.528,1,0.2,1.1466
745,4.624,1,0.2,1.6762
746,55.168,4,0.2,6.2064
747,567.12,10,0.2,-28.356
748,359.32,4,0.0,7.1864
749,11.992,1,0.2,0.8994
750,58.05,3,0.0,26.703
751,157.74,11,0.0,56.7864
752,56.98,7,0.0,22.792
753,2.88,1,0.0,1.4112
754,1199.976,3,0.2,374.9925
755,79.92,4,0.0,28.7712
756,383.438,4,0.45,-167.3184
757,24.56,2,0.0,6.8768
758,119.8,4,0.0,47.92
759,13.128,3,0.2,4.2666
760,22.72,4,0.0,10.224
761,58.32,9,0.0,27.9936
762,12.39,3,0.0,5.6994
763,107.982,3,0.4,-26.9955
764,11.36,2,0.0,5.3392
765,50.94,3,0.0,25.47
766,646.74,6,0.0,258.696
767,5.64,3,0.0,2.7072
768,572.58,6,0.0,34.3548
769,310.88,2,0.2,23.316
770,641.96,2,0.0,179.7488
771,18.28,2,0.0,9.14
772,207.0,3,0.0,51.75
773,32.35,5,0.0,16.175
774,7.71,1,0.0,3.4695
775,40.3,2,0.0,10.881
776,34.58,7,0.0,14.5236
777,32.76,7,0.2,3.6855
778,544.008,3,0.2,40.8006
779,59.94,3,0.0,28.1718
780,23.92,4,0.0,11.7208
781,4.28,1,0.0,1.926
782,32.07,5,0.7,-22.449
783,24.0,2,0.2,-2.7
784,35.49,1,0.5,-15.6156
785,47.984,2,0.2,0.5998
786,186.69,3,0.0,87.7443
787,17.456,2,0.2,5.8914
788,348.928,2,0.2,34.8928
789,143.96,4,0.0,69.1008
790,15.42,1,0.0,4.1634
791,43.04,8,0.0,21.0896
792,332.94,3,0.0,79.9056
793,1363.96,5,0.2,85.2475
794,9.96,2,0.0,4.5816
795,21.72,4,0.0,10.6428
796,20.16,7,0.0,9.8784
797,132.79,7,0.0,63.7392
798,12.96,2,0.0,6.2208
799,21.56,7,0.0,10.3488
800,283.92,5,0.2,17.745
801,22.23,1,0.0,7.3359
802,215.968,2,0.2,18.8972
803,355.32,9,0.0,99.4896
804,12.96,2,0.0,6.2208
805,18.28,2,0.0,6.2152
806,43.176,3,0.2,4.3176
807,1983.968,4,0.2,247.996
808,28.4,2,0.0,11.076
809,149.97,3,0.0,50.9898
810,11.52,4,0.0,3.2256
811,1298.55,5,0.0,311.652
812,213.92,4,0.0,62.0368
813,25.78,2,0.0,2.578
814,18.28,2,0.0,6.2152
815,1399.93,7,0.0,601.9699
816,51.84,8,0.0,24.8832
817,5.344,1,0.2,1.8704
818,41.472,8,0.2,14.5152
819,3.168,3,0.7,-2.4288
820,1228.465,5,0.3,0.0
821,31.086,3,0.7,-22.7964
822,335.52,4,0.2,117.432
823,239.97,3,0.0,71.991
824,9.82,2,0.0,4.8118
